0,0,0,-0.08727,0
0.015,0.014061699146,-0.0039793990198,-0.087279817875,-0.0039793990198
0.03,0.0280860345134,-0.00794237718248,-0.0870787113673,-0.00794237718248
0.045,0.0420375906988,-0.0118686829211,-0.0866672172046,-0.0118686829211
0.06,0.0558811429911,-0.0157382006083,-0.0860464034061,-0.0157382006083
0.075,0.0695817484575,-0.0195310281361,-0.0852178664816,-0.0195310281361
0.09,0.0831048364223,-0.0232275538168,-0.0841837272647,-0.0232275538168
0.105,0.0964162981359,-0.026808532354,-0.0829466253877,-0.026808532354
0.12,0.109482575428,-0.0302551596352,-0.081509712411,-0.0302551596352
0.135,0.122270748141,-0.0335491460976,-0.0798766436223,-0.0335491460976
0.15,0.134748620122,-0.0366727884209,-0.0780515685225,-0.0366727884209
0.165,0.146884803572,-0.0396090393035,-0.0760391200222,-0.0396090393035
0.18,0.158648801523,-0.0423415750782,-0.0738444023696,-0.0423415750782
0.195,0.170011088228,-0.0448548609326,-0.071472977842,-0.0448548609326
0.21,0.18094318723,-0.047134213497,-0.0689308522286,-0.047134213497
0.225,0.1914177469,-0.049165860573,-0.066224459141,-0.049165860573
0.24,0.201408613203,-0.0509369977778,-0.0633606431892,-0.0509369977778
0.255,0.210890899472,-0.0524358418905,-0.0603466420635,-0.0524358418905
0.27,0.219841052965,-0.0536516806898,-0.0571900675686,-0.0536516806898
0.285,0.228236917981,-0.0545749190872,-0.0538988856568,-0.0545749190872
0.3,0.236057795321,-0.0551971213658,-0.0504813955117,-0.0551971213658
0.315,0.243284497878,-0.055511049349,-0.0469462077389,-0.055511049349
0.33,0.249899402159,-0.0555106963358,-0.0433022217191,-0.0555106963358
0.345,0.255886495539,-0.055191316654,-0.0395586021866,-0.055191316654
0.36,0.261231419079,-0.0545494506961,-0.0357247550963,-0.0545494506961
0.375,0.265921505718,-0.0535829453219,-0.031810302845,-0.0535829453219
0.39,0.269945813709,-0.0522909695261,-0.0278250589184,-0.0522909695261
